,point_diff,season,neutral,elo1_pre,elo2_pre,team1_last10,team2_last10
62148,-22.0,2015,0,1474.3663,1530.879,0.4,0.6
62149,9.0,2015,0,1471.2185,1351.2603,0.3,0.1
62150,5.0,2015,0,1590.9238,1488.6941,0.7,0.6
62151,1.0,2015,0,1668.6156,1562.3591,0.9,0.6
62152,1.0,2015,0,1560.8662,1401.8522,0.6,0.4
62153,-6.0,2015,0,1560.7372,1494.2931,0.6,0.3
62154,4.0,2015,0,1347.6198,1726.4968,0.1,0.9
62155,9.0,2015,0,1656.9231,1613.125,0.7,0.7
62156,3.0,2015,0,1382.5538,1474.859,0.3,0.4
62157,13.0,2015,0,1524.7821,1415.9148,0.4,0.4
62158,11.0,2015,0,1489.1270000000002,1409.0381,0.4,0.2
62159,4.0,2015,0,1551.2793,1593.8062,0.7,0.7
62160,-12.0,2015,0,1296.7286,1625.4678,0.0,0.9
62161,-7.0,2015,0,1460.1293,1670.2375,0.4,0.8
62162,12.0,2015,0,1696.3641,1630.0841,0.9,0.7
62163,25.0,2015,0,1567.3588,1453.9661,0.5,0.4
62164,-2.0,2015,0,1396.1970000000001,1562.0968,0.5,0.6
62165,14.0,2015,0,1712.9385,1403.9988,0.8,0.2
62166,9.0,2015,0,1420.0166,1400.6216,0.1,0.5
62167,20.0,2015,0,1485.8118,1507.1877,0.5,0.3
62168,16.0,2015,0,1569.3507,1270.1155,0.9,0.2
62169,8.0,2015,0,1391.0688,1629.6259,0.1,0.9
62170,5.0,2015,0,1607.8153,1494.1663,0.6,0.4
62171,-4.0,2015,0,1469.4257,1624.3854,0.3,0.7
62172,9.0,2015,0,1529.6337,1556.3345,0.5,0.8
62173,-19.0,2015,0,1405.1493,1536.9167,0.2,0.6
62174,8.0,2015,0,1565.8264,1675.5978,0.6,0.8
62175,12.0,2015,0,1588.751,1454.769,0.6,0.3
62176,-2.0,2015,0,1547.8425,1292.5706,0.5,0.0
62177,-6.0,2015,0,1394.675,1402.3175,0.4,0.1
62178,6.0,2015,0,1571.2958,1392.4674,0.9,0.4
62179,-2.0,2015,0,1714.6198,1387.9872,0.8,0.3
62180,18.0,2015,0,1446.5488,1268.1704,0.4,0.2
62181,5.0,2015,0,1491.4473,1549.0514,0.4,0.8
62182,-5.0,2015,0,1361.1781,1495.2059,0.1,0.3
62183,9.0,2015,0,1574.776,1615.5454,0.5,0.8
62184,6.0,2015,0,1662.2328,1425.9631,0.7,0.2
62185,-5.0,2015,0,1263.9941,1663.7698,0.2,0.8
62186,12.0,2015,0,1629.493,1497.7936,0.8,0.5
62187,5.0,2015,0,1411.0632,1666.1897,0.4,0.8
62188,-27.0,2015,0,1424.4261,1450.7251,0.2,0.5
62189,-5.0,2015,0,1464.318,1304.525,0.2,0.1
62190,-10.0,2015,0,1450.7234,1607.8212,0.3,0.7
62191,1.0,2015,0,1390.3523,1573.4109,0.4,0.9
62192,-7.0,2015,0,1610.5343,1702.0629,0.7,0.9
62193,9.0,2015,0,1575.2345,1354.9961,0.6,0.1
62194,-5.0,2015,0,1412.8358,1592.7966,0.2,0.6
62195,24.0,2015,0,1550.9272,1535.8881,0.7,0.4
62196,-18.0,2015,0,1501.3879,1582.5002,0.3,0.6
62197,-6.0,2015,0,1497.4274,1710.7395,0.4,0.9
62198,-6.0,2015,0,1391.1387,1401.4991,0.2,0.4
62199,-8.0,2015,0,1493.6993,1701.1078,0.4,0.7
62200,13.0,2015,0,1616.1289,1706.9633,0.7,0.7
62201,-2.0,2015,0,1524.2839,1422.4642,0.4,0.5
62202,-18.0,2015,0,1262.2783,1384.1567,0.2,0.4
62203,19.0,2015,0,1442.4156,1411.932,0.2,0.5
62204,13.0,2015,0,1597.9149,1395.6976,0.6,0.4
62205,7.0,2015,0,1568.0656,1598.8043,1.0,0.7
62206,9.0,2015,0,1543.0713,1398.3972,0.8,0.2
62207,22.0,2015,0,1654.7887,1319.0393,0.7,0.2
62208,-12.0,2015,0,1449.8037,1562.5314,0.1,0.8
62209,-4.0,2015,0,1476.754,1485.0839,0.5,0.3
62210,-20.0,2015,0,1407.7175,1601.8577,0.2,0.7
62211,7.0,2015,0,1665.4856,1715.5958,0.8,0.9
62212,14.0,2015,0,1577.3522,1380.7058,0.7,0.2
62213,8.0,2015,0,1492.5710000000001,1352.8784,0.4,0.1
62214,-4.0,2015,0,1487.8439,1633.5873,0.3,0.8
62215,-5.0,2015,0,1395.1984,1515.5063,0.1,0.3
62216,7.0,2015,0,1627.9717,1431.2418,0.7,0.5
62217,-18.0,2015,0,1493.6688,1349.8152,0.4,0.1
62218,17.0,2015,0,1398.184,1392.7502,0.5,0.4
62219,-1.0,2015,0,1695.1205,1672.4218,0.6,0.8
62220,-11.0,2015,0,1317.0846,1613.0613,0.2,0.7
62221,-29.0,2015,0,1546.2701,1574.4684,0.8,1.0
62222,16.0,2015,0,1600.8623,1468.1691,0.6,0.5
62223,2.0,2015,0,1656.7434,1451.5929999999998,0.7,0.3
62224,5.0,2015,0,1708.6597,1573.6285,0.8,0.9
62225,-9.0,2015,0,1638.8898,1495.6343,0.8,0.5
62226,6.0,2015,0,1592.4015,1396.5139,0.6,0.2
62227,-1.0,2015,0,1438.7065,1429.1559,0.1,0.4
62228,-2.0,2015,0,1463.2888,1580.5427,0.3,0.8
62229,-7.0,2015,0,1383.22,1380.1952,0.4,0.2
62230,-10.0,2015,0,1689.1185,1630.0576,0.5,0.8
62231,-6.0,2015,0,1678.4237,1594.3278,0.8,0.7
62232,16.0,2015,0,1407.7142,1377.5153,0.6,0.1
62233,3.0,2015,0,1482.5414,1657.8870000000002,0.3,0.7
62234,-10.0,2015,0,1312.4297,1605.7832,0.2,0.7
62235,-1.0,2015,0,1402.7546,1571.1953,0.5,0.8
62236,-18.0,2015,0,1248.2511,1388.6779,0.2,0.1
62237,4.0,2015,0,1519.0247,1463.2482,0.7,0.4
62238,18.0,2015,0,1401.7223,1392.0054,0.2,0.3
62239,-9.0,2015,0,1394.5876,1522.0269,0.2,0.4
62240,-7.0,2015,0,1619.4987,1601.7139,0.7,1.0
62241,-26.0,2015,0,1515.0254,1647.0409,0.6,0.8
62242,4.0,2015,0,1650.6675,1434.9385,0.6,0.4
62243,3.0,2015,0,1489.7609,1450.4495,0.3,0.2
62244,6.0,2015,0,1617.7162,1672.1353,0.7,0.4
62245,7.0,2015,0,1432.924,1399.6678,0.1,0.5
62246,10.0,2015,0,1610.2284,1385.8136,0.8,0.2
62247,-2.0,2015,0,1574.2821,1497.5667,0.8,0.5
62248,14.0,2015,0,1522.2832,1664.9547,0.7,0.7
62249,-12.0,2015,0,1585.0723,1530.8009,0.8,0.5
62250,-8.0,2015,0,1371.4098,1235.2067,0.3,0.2
62251,16.0,2015,0,1458.7593,1415.8867,0.3,0.7
62252,5.0,2015,0,1459.9896,1307.9845,0.4,0.2
62253,-4.0,2015,0,1369.3428,1447.3347,0.1,0.2
62254,28.0,2015,0,1411.4436,1492.8756,0.3,0.3
62255,9.0,2015,0,1607.7968,1612.4337,0.7,0.8
62256,-6.0,2015,0,1650.0111,1382.2841,0.6,0.3
62257,15.0,2015,0,1607.1774,1664.4996,0.7,0.8
62258,-3.0,2015,0,1624.2036,1614.0352,0.7,1.0
62259,20.0,2015,0,1711.0929,1437.7455,0.8,0.2
62260,7.0,2015,0,1665.6478,1652.0786,0.4,0.6
62261,-4.0,2015,0,1566.0161,1653.0719,0.8,0.7
62262,6.0,2015,0,1462.214,1473.476,0.4,0.3
62263,12.0,2015,0,1454.1797,1505.8326,0.3,0.6
62264,5.0,2015,0,1353.5944,1408.1844,0.2,0.7
62265,9.0,2015,0,1549.6106,1616.1912,0.5,0.6
62266,10.0,2015,0,1394.8463,1713.7267,0.4,0.8
62267,-4.0,2015,0,1466.4615,1253.0221,0.4,0.3
62268,-7.0,2015,0,1433.5273,1430.8433,0.4,0.4
62269,3.0,2015,0,1622.0476,1646.8014,1.0,0.5
62270,-8.0,2015,0,1566.2626,1614.4188,0.7,0.7
62271,21.0,2015,0,1537.2268,1362.4978,0.7,0.1
62272,20.0,2015,0,1625.2941,1414.4471,0.8,0.4
62273,-11.0,2015,0,1383.6083,1555.3873,0.2,0.6
62274,-8.0,2015,0,1670.925,1559.3876,0.4,0.7
62275,10.0,2015,0,1451.9656,1541.967,0.4,0.7
62276,14.0,2015,0,1642.6527,1694.1259,0.4,0.8
62277,21.0,2015,0,1659.7004,1267.5181,0.7,0.4
62278,10.0,2015,0,1305.7601,1463.8336,0.2,0.4
62279,-9.0,2015,0,1435.1117,1558.1819,0.2,0.5
62280,4.0,2015,0,1607.6199,1410.6914,0.5,0.4
62281,-6.0,2015,0,1630.4546,1618.6051,0.6,0.7
62282,-9.0,2015,0,1359.5026,1531.9679999999998,0.3,0.6
62283,-2.0,2015,0,1402.2762,1467.6292,0.6,0.4
62284,-30.0,2015,0,1626.1963,1421.729,1.0,0.4
62285,23.0,2015,0,1576.2542,1442.6416,0.7,0.5
62286,7.0,2015,0,1496.1787,1654.0585,0.6,0.3
62287,4.0,2015,0,1468.0608,1357.7576,0.3,0.1
62288,13.0,2015,0,1683.4629,1355.2717,0.7,0.1
62289,6.0,2015,0,1426.1879999999999,1375.3162,0.2,0.1
62290,-5.0,2015,0,1471.0009,1576.9244,0.5,0.9
62291,-12.0,2015,0,1653.3157,1605.8116,0.5,0.7
62292,17.0,2015,0,1401.8406,1266.167,0.4,0.3
62293,-25.0,2015,0,1473.0927,1451.1482,0.5,0.3
62294,7.0,2015,0,1629.0498,1506.4561,0.8,0.6
62295,-8.0,2015,0,1461.9646,1619.3186,0.5,0.6
62296,-8.0,2015,0,1436.3475,1352.1937,0.5,0.2
62297,13.0,2015,0,1563.6794,1396.8127,0.6,0.5
62298,-14.0,2015,0,1470.5466,1624.2919,0.4,0.8
62299,-9.0,2015,0,1409.125,1567.1056,0.4,0.6
62300,5.0,2015,0,1609.1863,1582.5482,0.6,0.7
62301,4.0,2015,0,1643.7811,1629.7411,0.3,0.7
62302,-23.0,2015,0,1539.2769,1318.4456,0.6,0.3
62303,22.0,2015,0,1661.0515,1371.2373,0.7,0.1
62304,-1.0,2015,0,1625.7823,1567.2556,0.6,0.7
62305,4.0,2015,0,1634.8354,1406.8881,0.4,0.5
62306,-1.0,2015,0,1454.7037,1368.0104,0.4,0.2
62307,-10.0,2015,0,1420.5309,1464.1161,0.4,0.4
62308,-2.0,2015,0,1479.5573,1632.1536,0.4,0.9
62309,8.0,2015,0,1444.6836,1430.2668,0.5,0.3
62310,6.0,2015,0,1405.5706,1353.8414,0.5,0.1
62311,-8.0,2015,0,1460.1077,1401.3608,0.4,0.4
62312,8.0,2015,0,1626.5795,1647.7399,0.6,0.3
62313,27.0,2015,0,1613.3451,1573.8613,0.6,0.8
62314,40.0,2015,0,1684.8932,1261.1195,0.7,0.3
62315,5.0,2015,0,1663.6108,1634.7308,0.8,0.8
62316,-23.0,2015,0,1375.0948,1360.4364,0.3,0.4
62317,8.0,2015,0,1583.8092,1497.286,0.9,0.5
62318,4.0,2015,0,1503.3523,1574.8698,0.5,0.6
62319,-14.0,2015,0,1636.0938,1450.3572,0.9,0.6
62320,22.0,2015,0,1393.2366,1424.5933,0.4,0.2
62321,11.0,2015,0,1475.6171,1447.6193,0.4,0.4
62322,2.0,2015,0,1641.1046,1509.03,0.3,0.6
62323,21.0,2015,0,1636.1529999999998,1368.6779999999999,0.5,0.1
62324,3.0,2015,0,1578.3894,1569.192,0.6,0.6
62325,19.0,2015,0,1619.1766,1407.9136,0.5,0.4
62326,-16.0,2015,0,1493.2616,1476.7334,0.5,0.5
62327,5.0,2015,0,1608.1436,1445.2609,0.8,0.3
62328,-3.0,2015,0,1349.7793,1411.2319,0.1,0.2
62329,-16.0,2015,0,1365.8591,1386.6660000000002,0.1,0.5
62330,-2.0,2015,0,1348.8652,1478.3074,0.3,0.6
62331,7.0,2015,0,1581.9661,1562.5831,0.6,0.7
62332,21.0,2015,0,1686.6736,1630.6149,0.7,0.8
62333,28.0,2015,0,1507.3333,1622.7927,0.5,0.6
62334,-6.0,2015,0,1409.6327,1587.8336,0.5,0.9
62335,16.0,2015,0,1565.6154,1259.3391,0.6,0.2
62336,-18.0,2015,0,1406.5979,1624.6233,0.4,0.7
62337,-3.0,2015,0,1416.2076,1633.2147,0.4,0.6
62338,-4.0,2015,0,1404.2975,1472.7444,0.4,0.5
62339,-3.0,2015,0,1497.2506,1482.0836,0.6,0.5
62340,-8.0,2015,0,1344.5437,1397.2217,0.3,0.4
62341,-8.0,2015,0,1667.7268,1593.5001,0.9,0.9
62342,36.0,2015,0,1600.7976,1441.1527,0.5,0.3
62343,36.0,2015,0,1638.9718,1257.4724,0.6,0.2
62344,5.0,2015,0,1610.2421,1397.2351,0.8,0.4
62345,-12.0,2015,0,1343.3734,1403.9662,0.0,0.5
62346,9.0,2015,0,1642.8014,1557.4434,0.3,0.6
62347,29.0,2015,0,1443.1624,1636.6675,0.3,0.6
62348,16.0,2015,0,1567.4821,1621.8947,0.7,0.7
62349,19.0,2015,0,1405.0387,1417.6378,0.6,0.3
62350,-13.0,2015,0,1347.4865,1489.1229999999998,0.0,0.5
62351,1.0,2015,0,1412.7549,1490.2112,0.3,0.6
62352,4.0,2015,0,1433.5697,1482.6289,0.3,0.6
62353,-19.0,2015,0,1479.8202,1633.9861,0.5,0.7
62354,-9.0,2015,0,1641.0961,1608.9373,0.6,0.9
62355,3.0,2015,0,1255.3481,1467.0120000000002,0.2,0.5
62356,26.0,2015,0,1695.3938,1587.1058,0.7,0.6
62357,22.0,2015,0,1607.5493,1337.043,0.5,0.0
62358,-9.0,2015,0,1395.6409,1407.9357,0.4,0.5
62359,-4.0,2015,0,1417.3381,1486.4982,0.6,0.6
62360,-9.0,2015,0,1330.0015,1472.2805,0.0,0.4
62361,4.0,2015,0,1652.2897,1416.4679,0.8,0.2
62362,9.0,2015,0,1611.8363,1608.3806,0.9,0.5
62363,-7.0,2015,0,1529.3284,1553.1036,0.6,0.5
62364,-8.0,2015,0,1477.4368,1646.7943,0.6,0.8
62365,-1.0,2015,0,1647.1411,1416.1733,0.4,0.6
62366,-6.0,2015,0,1499.5665,1579.2764,0.5,0.8
62367,-13.0,2015,0,1653.7015,1425.7443,0.8,0.6
62368,25.0,2015,0,1626.2599,1415.2076,0.5,0.2
62369,15.0,2015,0,1703.2244,1493.5566,0.7,0.7
62370,-2.0,2015,0,1321.7262,1587.5952,0.0,0.8
62371,21.0,2015,0,1406.5032,1579.2753,0.3,0.5
62372,-8.0,2015,0,1470.5295,1382.5847,0.6,0.3
62373,10.0,2015,0,1563.9973,1334.1809,0.5,0.0
62374,3.0,2015,0,1480.5558,1333.8297,0.5,0.3
62375,10.0,2015,0,1623.7734,1610.4114,0.9,0.5
62376,-20.0,2015,0,1263.395,1491.2477,0.3,0.5
62377,-20.0,2015,0,1618.2256,1410.2797,0.9,0.6
62378,-12.0,2015,0,1458.9651,1601.9913,0.4,0.4
62379,4.0,2015,0,1420.9918,1518.4347,0.5,0.5
62380,-24.0,2015,0,1332.0416,1611.8544,0.0,0.5
62381,-8.0,2015,0,1610.1003,1427.2568,0.6,0.5
62382,16.0,2015,0,1653.5499,1438.7618,0.8,0.3
62383,-10.0,2015,0,1428.2134,1482.3732,0.4,0.5
62384,5.0,2015,0,1637.5702,1589.9663,0.4,0.8
62385,4.0,2015,0,1490.4493,1398.5465,0.7,0.3
62386,5.0,2015,0,1557.5651,1447.4370000000001,0.5,0.6
62387,18.0,2015,0,1706.3317,1449.1021,0.7,0.3
62388,11.0,2015,0,1512.1697,1603.8955,0.4,0.4
62389,-2.0,2015,0,1454.5677,1253.7689,0.6,0.3
62390,-3.0,2015,0,1454.5979,1630.2893,0.7,0.9
62391,14.0,2015,0,1500.8738,1319.3551,0.5,0.0
62392,16.0,2015,0,1566.1366,1581.0682,0.5,0.8
62393,17.0,2015,0,1410.8169,1332.0123,0.2,0.3
62394,1.0,2015,0,1264.5812,1493.1782,0.4,0.7
62395,-15.0,2015,0,1315.8882,1641.3403,0.0,0.5
62396,-28.0,2015,0,1323.5076,1446.8751,0.0,0.5
62397,5.0,2015,0,1450.457,1443.7555,0.7,0.5
62398,13.0,2015,0,1590.4821,1395.8176,0.5,0.2
62399,8.0,2015,0,1571.0654,1504.3407,0.7,0.6
62400,15.0,2015,0,1620.3884,1444.6685,0.6,0.5
62401,20.0,2015,0,1630.6506,1624.8479,0.6,0.7
62402,11.0,2015,0,1656.7031,1325.2662,0.8,0.3
62403,-14.0,2015,0,1641.2908,1435.6086,0.6,0.3
62404,-12.0,2015,0,1417.5629999999999,1657.9641,0.3,0.8
62405,19.0,2015,0,1416.0277,1446.4153,0.4,0.2
62406,12.0,2015,0,1593.217,1586.1962,0.4,0.7
62407,31.0,2015,0,1634.4302,1576.1394,0.9,0.6
62408,-3.0,2015,0,1593.5551,1455.01,0.5,0.8
62409,-14.0,2015,0,1439.2025,1624.1339,0.4,0.6
62410,8.0,2015,0,1392.7446,1522.8481,0.2,0.5
62411,-7.0,2015,0,1575.5023,1324.0052,0.7,0.3
62412,-9.0,2015,0,1487.0774,1310.9941,0.7,0.0
62413,-4.0,2015,0,1428.0411,1614.2078,0.4,0.6
62414,-11.0,2015,0,1440.9229999999998,1709.0184,0.5,0.8
62415,-3.0,2015,0,1411.1132,1464.6591,0.2,0.4
62416,8.0,2015,0,1564.74,1646.2344,0.6,0.6
62417,-18.0,2015,0,1270.682,1645.8296,0.3,0.9
62418,7.0,2015,0,1578.6787,1434.4019,0.6,0.2
62419,7.0,2015,0,1494.5588,1618.6863,0.5,0.7
62420,15.0,2015,0,1714.3636,1471.2372,0.8,0.4
62421,-11.0,2015,0,1430.0459,1600.7345,0.3,0.5
62422,7.0,2015,0,1344.6797,1633.2905,0.3,0.6
62423,-5.0,2015,0,1465.9207,1637.7635,0.5,0.5
62424,16.0,2015,0,1582.5295,1266.4316,0.4,0.2
62425,-14.0,2015,0,1402.8521,1650.08,0.3,0.9
62426,-6.0,2015,0,1664.4139,1612.2404,0.8,0.6
62427,-11.0,2015,0,1466.0355,1512.7407,0.9,0.4
62428,-6.0,2015,0,1554.8279,1573.2108,0.6,0.6
62429,11.0,2015,0,1618.4769,1560.3336,0.6,0.5
62430,-7.0,2015,0,1404.535,1431.6313,0.2,0.1
62431,-16.0,2015,1,1304.462,1499.9038,0.0,0.6
62432,-10.0,2015,0,1359.4933,1609.0648,0.4,0.6
62433,-22.0,2015,0,1583.3921,1421.7156,0.6,0.3
62434,8.0,2015,0,1609.5132,1503.7319,0.7,0.6
62435,11.0,2015,0,1581.4492,1331.7456,0.6,0.1
62436,-5.0,2015,0,1624.6722,1442.4127,0.7,0.2
62437,15.0,2015,0,1264.6694,1525.993,0.2,0.5
62438,-16.0,2015,0,1395.9492,1544.6466,0.3,0.5
62439,12.0,2015,0,1554.7244,1716.9376,0.5,0.8
62440,-2.0,2015,0,1466.3259,1452.7832,0.7,0.8
62441,-12.0,2015,0,1423.5626,1468.6632,0.4,0.4
62442,-21.0,2015,0,1584.2917,1656.9828,0.4,1.0
62443,9.0,2015,0,1435.5778,1393.7537,0.4,0.2
62444,14.0,2015,0,1643.0616,1651.9821,0.6,0.8
62445,-8.0,2015,0,1500.0798,1329.7178,0.6,0.1
62446,-8.0,2015,0,1556.2937,1675.668,0.5,1.0
62447,-9.0,2015,0,1409.4846,1609.4836,0.4,0.6
62448,4.0,2015,0,1614.5728,1643.0665,0.7,0.7
62449,9.0,2015,0,1460.6226,1459.3337,0.5,0.6
62450,-25.0,2015,0,1624.0862,1702.5223,0.7,0.8
62451,18.0,2015,0,1459.7754,1286.8308,0.8,0.3
62452,-9.0,2015,0,1457.9698,1547.1378,0.3,0.5
62453,20.0,2015,0,1651.9772,1440.9370000000001,0.7,0.4
62454,-2.0,2015,0,1565.6066,1503.8317,0.4,0.4
62455,-28.0,2015,0,1353.9854,1569.1396,0.3,0.6
62456,-3.0,2015,0,1505.8629,1557.6439,0.6,0.3
62457,14.0,2015,0,1457.6013,1547.8511,0.3,0.5
62458,35.0,2015,0,1557.2628,1282.5294,0.6,0.3
62459,-8.0,2015,0,1619.3408,1613.1653,0.7,0.7
62460,11.0,2015,0,1684.1106,1464.0768,1.0,0.8
62461,7.0,2015,0,1298.5029,1511.7943,0.0,0.5
62462,15.0,2015,0,1583.4771,1388.3944,0.6,0.2
62463,9.0,2015,0,1615.9717,1384.3020000000001,0.7,0.3
62464,4.0,2015,0,1638.2985,1402.9966,0.6,0.3
62465,43.0,2015,0,1723.24,1480.9454,0.9,0.5
62466,25.0,2015,0,1467.0737,1348.8522,0.6,0.2
62467,12.0,2015,0,1603.3685,1452.8826,0.6,0.6
62468,-8.0,2015,0,1482.7412,1582.0929999999998,0.4,0.6
62469,-10.0,2015,0,1475.467,1655.7288,0.5,0.7
62470,-3.0,2015,0,1401.7327,1447.8448,0.3,0.2
62471,-23.0,2015,0,1341.6171,1626.0286,0.2,0.7
62472,13.0,2015,0,1728.7184,1607.0764,0.9,0.7
62473,2.0,2015,0,1474.3088,1473.6403,0.7,0.4
62474,5.0,2015,0,1586.8458,1639.5624,0.7,0.6
62475,6.0,2015,0,1606.4775,1564.2607,0.6,0.3
62476,14.0,2015,0,1470.0054,1437.1854,0.4,0.4
62477,-7.0,2015,0,1278.625,1310.6682,0.3,0.1
62478,19.0,2015,0,1686.5089,1449.1747,1.0,0.5
62479,10.0,2015,0,1461.6785,1341.0320000000002,0.7,0.2
62480,16.0,2015,0,1499.629,1385.0256,0.4,0.1
62481,-2.0,2015,0,1561.1672,1591.194,0.7,0.6
62482,23.0,2015,0,1535.4470000000001,1663.2667,0.4,0.8
62483,-2.0,2015,0,1499.2461,1429.7991,0.6,0.3
62484,-1.0,2015,0,1633.6987,1382.3163,0.5,0.2
62485,39.0,2015,0,1617.9574,1454.5863,0.7,0.2
62486,25.0,2015,0,1733.2612,1394.9912,0.9,0.3
62487,2.0,2015,0,1470.4291,1446.0515,0.4,0.4
62488,-4.0,2015,0,1634.1221,1555.4032,0.7,0.4
62489,-5.0,2015,0,1268.0104,1560.0111,0.3,0.3
62490,-1.0,2015,0,1467.9291,1392.2473,0.5,0.3
62491,39.0,2015,0,1477.3917,1477.52,0.4,0.8
62492,14.0,2015,0,1643.3105,1379.6204,0.7,0.1
62493,7.0,2015,0,1321.2828,1337.1644,0.2,0.2
62494,-2.0,2015,0,1592.7095,1602.5336,0.8,0.6
62495,10.0,2015,0,1689.6321,1597.3295,1.0,0.7
62496,-8.0,2015,0,1333.5236,1505.0343,0.2,0.5
62497,5.0,2015,0,1459.8346,1327.2932,0.8,0.3
62498,35.0,2015,0,1437.9174,1446.6996,0.4,0.2
62499,15.0,2015,0,1491.1278,1465.546,0.5,0.7
62500,7.0,2015,0,1623.7677,1555.0317,0.5,0.7
62501,18.0,2015,0,1610.7272,1264.9753,0.6,0.2
62502,12.0,2015,0,1694.1008,1326.6786,1.0,0.2
62503,-20.0,2015,0,1586.1799,1625.8441,0.7,0.7
62504,6.0,2015,0,1645.4968,1499.1229999999998,0.7,0.5
62505,-12.0,2015,0,1377.4341,1609.0631,0.1,0.7
62506,-2.0,2015,0,1461.0321,1550.9607,0.5,0.6
62507,3.0,2015,0,1511.8793,1623.2495,0.5,0.6
62508,3.0,2015,0,1735.3698,1399.1443,0.9,0.4
62509,-12.0,2015,0,1566.2758,1473.3143,0.4,0.5
62510,10.0,2015,0,1495.0771,1592.8607,0.5,0.6
62511,4.0,2015,0,1563.0461,1457.5508,0.4,0.6
62512,-7.0,2015,0,1331.1541,1443.1663,0.2,0.3
62513,9.0,2015,0,1612.3295,1323.1094,0.7,0.2
62514,4.0,2015,0,1646.0143,1456.0198,0.7,0.4
62515,25.0,2015,0,1517.7058,1263.373,0.6,0.2
62516,-9.0,2015,0,1454.8746,1398.5220000000002,0.4,0.4
62517,8.0,2015,0,1582.5676,1325.6025,0.5,0.2
62518,-13.0,2015,0,1451.2109,1565.5938,0.3,0.5
62519,-2.0,2015,0,1735.9921,1545.5726,0.9,0.4
62520,-7.0,2015,0,1494.0175,1496.6046,0.6,0.5
62521,-19.0,2015,0,1617.4229999999998,1613.7571,0.5,0.7
62522,-6.0,2015,0,1370.7145,1555.973,0.1,0.6
62523,-8.0,2015,0,1455.0032,1505.3702,0.5,0.6
62524,8.0,2015,0,1324.828,1584.1716,0.3,0.6
62525,20.0,2015,0,1259.9344,1444.2069,0.1,0.5
62526,-5.0,2015,0,1439.0552,1647.6417,0.4,0.8
62527,-8.0,2015,0,1521.1444,1454.3923,0.7,0.3
62528,8.0,2015,0,1566.0098,1561.4705,0.6,0.6
62529,12.0,2015,0,1323.9985,1414.3414,0.2,0.4
62530,5.0,2015,0,1615.7827,1595.1896,0.7,0.4
62531,9.0,2015,0,1648.0153,1462.2998,0.8,0.8
62532,17.0,2015,0,1577.2059,1392.8827,0.6,0.2
62533,11.0,2015,0,1695.1769,1429.7423,1.0,0.2
62534,5.0,2015,0,1516.1665,1627.8387,0.7,0.5
62535,21.0,2015,0,1439.5988,1339.6975,0.3,0.4
62536,5.0,2015,0,1365.217,1556.1698,0.1,0.5
62537,30.0,2015,0,1635.9905,1469.5442,0.8,0.3
62538,-15.0,2015,0,1321.6818,1508.2216,0.2,0.5
62539,-21.0,2015,0,1482.4005,1590.9138,0.5,0.4
62540,-5.0,2015,0,1427.8892,1581.0941,0.2,0.6
62541,-6.0,2015,0,1403.1152,1620.0585,0.4,0.7
62542,11.0,2015,0,1523.5088,1388.9945,0.8,0.2
62543,5.0,2015,0,1505.9926,1652.1564,0.6,0.8
62544,9.0,2015,0,1281.6776,1335.2246,0.2,0.3
62545,10.0,2015,0,1434.5405,1725.3949,0.3,0.8
62546,6.0,2015,0,1571.9408,1546.6376,0.6,0.4
62547,6.0,2015,0,1697.03,1620.4965,1.0,0.4
62548,-20.0,2015,0,1650.5795,1643.8839,0.8,0.7
62549,-16.0,2015,0,1327.0869,1527.3264,0.3,0.9
62550,-5.0,2015,0,1446.6224,1385.1769,0.3,0.1
62551,13.0,2015,0,1422.4637,1624.8356,0.4,0.7
62552,11.0,2015,0,1642.3866,1569.3021,0.9,0.6
62553,19.0,2015,0,1707.0234,1576.5387,0.7,0.6
62554,7.0,2015,0,1517.7402,1616.8949,0.6,0.3
62555,6.0,2015,0,1700.6316,1289.8153,1.0,0.3
62556,-15.0,2015,0,1312.1631,1607.3344,0.2,0.5
62557,-18.0,2015,0,1463.1481,1459.7356,0.2,0.7
62558,-4.0,2015,0,1555.5394,1586.8185,0.6,0.7
62559,-8.0,2015,0,1398.3381,1465.98,0.4,0.5
62560,12.0,2015,0,1332.6738,1374.7493,0.4,0.1
62561,7.0,2015,0,1564.0858,1306.4485,0.5,0.2
62562,15.0,2015,0,1514.265,1701.1826,0.7,1.0
62563,2.0,2015,0,1422.1648,1667.126,0.2,0.8
62564,-7.0,2015,0,1594.8175,1526.1268,0.7,0.6
62565,-4.0,2015,0,1547.5404,1481.141,0.5,0.7
62566,13.0,2015,0,1536.6871,1289.2643,1.0,0.3
62567,-1.0,2015,0,1570.9412,1647.6029,0.6,0.9
62568,6.0,2015,0,1613.049,1317.7262,0.5,0.2
62569,-11.0,2015,0,1341.9576,1388.152,0.5,0.3
62570,7.0,2015,0,1286.9783,1441.7427,0.2,0.1
62571,1.0,2015,0,1608.5083,1452.912,0.2,0.4
62572,-25.0,2015,0,1396.7643,1712.621,0.2,0.7
62573,17.0,2015,0,1439.6318,1476.1661,0.4,0.5
62574,7.0,2015,0,1627.3374,1304.9679,0.7,0.1
62575,11.0,2015,0,1607.6675,1542.0397,0.6,0.4
62576,8.0,2015,0,1540.2349,1365.4655,0.6,0.1
62577,4.0,2015,0,1401.4265,1431.569,0.4,0.1
